[1] 299m:59s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  92,805,012 msg/sec
          boost::lockfree::queue, 6,i:   1,418,250 msg/sec
          boost::lockfree::queue, 7,s:   1,132,437 msg/sec
          boost::lockfree::queue, 7,i:   1,201,484 msg/sec
          boost::lockfree::queue, 8,s:     910,200 msg/sec
          boost::lockfree::queue, 8,i:   1,054,064 msg/sec
                  TicketSpinlock, 1,s:   7,981,633 msg/sec
                  TicketSpinlock, 1,i:   7,978,355 msg/sec
                  TicketSpinlock, 2,s:   3,192,128 msg/sec
                  TicketSpinlock, 2,i:   3,271,070 msg/sec
                  TicketSpinlock, 3,s:   2,669,142 msg/sec
                  TicketSpinlock, 3,i:   2,640,777 msg/sec
                  TicketSpinlock, 4,s:   2,185,211 msg/sec
                  TicketSpinlock, 4,i:   2,224,108 msg/sec
                  TicketSpinlock, 5,s:   1,850,897 msg/sec
                  TicketSpinlock, 5,i:   1,864,419 msg/sec
                  TicketSpinlock, 6,s:   1,636,213 msg/sec
                  TicketSpinlock, 6,i:   1,646,283 msg/sec
                  TicketSpinlock, 7,s:   1,412,887 msg/sec
                  TicketSpinlock, 7,i:   1,418,322 msg/sec
                  TicketSpinlock, 8,s:   1,260,066 msg/sec
                  TicketSpinlock, 8,i:   1,268,480 msg/sec
   moodycamel::ReaderWriterQueue, 1,s: 289,986,196 msg/sec
   moodycamel::ReaderWriterQueue, 1,i: 295,607,858 msg/sec
     moodycamel::ConcurrentQueue, 1,s:  15,569,426 msg/sec
     moodycamel::ConcurrentQueue, 1,i:  15,675,981 msg/sec
     moodycamel::ConcurrentQueue, 2,s:  13,045,480 msg/sec
     moodycamel::ConcurrentQueue, 2,i:   8,914,244 msg/sec
     moodycamel::ConcurrentQueue, 3,s:   7,497,459 msg/sec
     moodycamel::ConcurrentQueue, 3,i:   8,835,991 msg/sec
     moodycamel::ConcurrentQueue, 4,s:  12,904,371 msg/sec
     moodycamel::ConcurrentQueue, 4,i:  14,774,165 msg/sec
     moodycamel::ConcurrentQueue, 5,s:   7,914,877 msg/sec
     moodycamel::ConcurrentQueue, 5,i:   9,434,684 msg/sec
     moodycamel::ConcurrentQueue, 6,s:   7,592,292 msg/sec
     moodycamel::ConcurrentQueue, 6,i:   9,600,275 msg/sec
     moodycamel::ConcurrentQueue, 7,s:   8,103,969 msg/sec
     moodycamel::ConcurrentQueue, 7,i:   9,701,520 msg/sec
     moodycamel::ConcurrentQueue, 8,s:   8,163,298 msg/sec
     moodycamel::ConcurrentQueue, 8,i:  16,995,639 msg/sec
                pthread_spinlock, 1,s:  19,226,021 msg/sec
                pthread_spinlock, 1,i:  19,458,591 msg/sec
                pthread_spinlock, 2,s:   6,090,734 msg/sec
                pthread_spinlock, 2,i:   5,995,626 msg/sec
                pthread_spinlock, 3,s:   4,831,214 msg/sec
                pthread_spinlock, 3,i:   4,643,273 msg/sec
                pthread_spinlock, 4,s:   4,073,285 msg/sec
                pthread_spinlock, 4,i:   3,660,680 msg/sec
                pthread_spinlock, 5,s:   2,645,004 msg/sec
                pthread_spinlock, 5,i:   3,191,613 msg/sec
                pthread_spinlock, 6,s:     921,277 msg/sec
                pthread_spinlock, 6,i:   2,773,248 msg/sec
                pthread_spinlock, 7,s:     854,161 msg/sec
                pthread_spinlock, 7,i:   2,809,685 msg/sec
                pthread_spinlock, 8,s:   1,100,843 msg/sec
                pthread_spinlock, 8,i:   2,523,203 msg/sec
                      std::mutex, 1,s:   7,399,686 msg/sec
                      std::mutex, 1,i:   7,399,129 msg/sec
                      std::mutex, 2,s:   4,683,224 msg/sec
                      std::mutex, 2,i:   4,452,622 msg/sec
                      std::mutex, 3,s:   2,475,648 msg/sec
                      std::mutex, 3,i:   2,463,277 msg/sec
                      std::mutex, 4,s:   2,290,311 msg/sec
                      std::mutex, 4,i:   2,238,886 msg/sec
                      std::mutex, 5,s:   2,195,861 msg/sec
                      std::mutex, 5,i:   2,201,787 msg/sec
                      std::mutex, 6,s:   2,084,188 msg/sec
                      std::mutex, 6,i:   2,092,695 msg/sec
                      std::mutex, 7,s:   1,983,514 msg/sec
                      std::mutex, 7,i:   2,001,237 msg/sec
                      std::mutex, 8,s:   1,939,336 msg/sec
                      std::mutex, 8,i:   1,904,942 msg/sec
                 tbb::spin_mutex, 1,s:  41,071,843 msg/sec
                 tbb::spin_mutex, 1,i:  40,561,830 msg/sec
                 tbb::spin_mutex, 2,s:  10,114,897 msg/sec
                 tbb::spin_mutex, 2,i:   9,261,777 msg/sec
                 tbb::spin_mutex, 3,s:   5,863,257 msg/sec
                 tbb::spin_mutex, 3,i:   5,379,618 msg/sec
                 tbb::spin_mutex, 4,s:   3,946,772 msg/sec
                 tbb::spin_mutex, 4,i:   3,738,458 msg/sec
                 tbb::spin_mutex, 5,s:   3,030,278 msg/sec
                 tbb::spin_mutex, 5,i:   3,010,982 msg/sec
                 tbb::spin_mutex, 6,s:   2,495,467 msg/sec
                 tbb::spin_mutex, 6,i:   2,490,900 msg/sec
                 tbb::spin_mutex, 7,s:   1,969,222 msg/sec
                 tbb::spin_mutex, 7,i:   2,070,342 msg/sec
                 tbb::spin_mutex, 8,s:   1,584,238 msg/sec
                 tbb::spin_mutex, 8,i:   1,759,971 msg/sec
   tbb::concurrent_bounded_queue, 1,s:  13,001,980 msg/sec
   tbb::concurrent_bounded_queue, 1,i:  12,958,611 msg/sec
   tbb::concurrent_bounded_queue, 2,s:   6,011,327 msg/sec
   tbb::concurrent_bounded_queue, 2,i:   6,589,124 msg/sec
   tbb::concurrent_bounded_queue, 3,s:   4,807,190 msg/sec
   tbb::concurrent_bounded_queue, 3,i:   4,585,965 msg/sec
   tbb::concurrent_bounded_queue, 4,s:   4,008,970 msg/sec
   tbb::concurrent_bounded_queue, 4,i:   3,452,575 msg/sec
   tbb::concurrent_bounded_queue, 5,s:   3,365,873 msg/sec
   tbb::concurrent_bounded_queue, 5,i:   2,845,230 msg/sec
   tbb::concurrent_bounded_queue, 6,s:   2,868,020 msg/sec
   tbb::concurrent_bounded_queue, 6,i:   2,373,239 msg/sec
   tbb::concurrent_bounded_queue, 7,s:   2,538,666 msg/sec
   tbb::concurrent_bounded_queue, 7,i:   2,051,323 msg/sec
   tbb::concurrent_bounded_queue, 8,s:   2,109,709 msg/sec
   tbb::concurrent_bounded_queue, 8,i:   1,777,239 msg/sec
     xenium::michael_scott_queue, 1,s:  10,018,989 msg/sec
     xenium::michael_scott_queue, 1,i:   9,676,826 msg/sec
     xenium::michael_scott_queue, 2,s:   6,502,681 msg/sec
     xenium::michael_scott_queue, 2,i:   4,995,676 msg/sec
     xenium::michael_scott_queue, 3,s:   4,175,499 msg/sec
     xenium::michael_scott_queue, 3,i:   3,523,997 msg/sec
     xenium::michael_scott_queue, 4,s:   3,254,158 msg/sec
     xenium::michael_scott_queue, 4,i:   2,804,082 msg/sec
     xenium::michael_scott_queue, 5,s:   2,672,219 msg/sec
     xenium::michael_scott_queue, 5,i:   2,293,266 msg/sec
     xenium::michael_scott_queue, 6,s:   2,294,766 msg/sec
     xenium::michael_scott_queue, 6,i:   1,917,202 msg/sec
     xenium::michael_scott_queue, 7,s:   1,921,269 msg/sec
     xenium::michael_scott_queue, 7,i:   1,631,773 msg/sec
     xenium::michael_scott_queue, 8,s:   1,667,471 msg/sec
     xenium::michael_scott_queue, 8,i:   1,442,121 msg/sec
         xenium::ramalhete_queue, 1,s:  20,071,704 msg/sec
         xenium::ramalhete_queue, 1,i:  20,298,402 msg/sec
         xenium::ramalhete_queue, 2,s:  26,367,747 msg/sec
         xenium::ramalhete_queue, 2,i:  16,579,964 msg/sec
         xenium::ramalhete_queue, 3,s:  19,593,240 msg/sec
         xenium::ramalhete_queue, 3,i:  16,570,590 msg/sec
         xenium::ramalhete_queue, 4,s:  18,660,392 msg/sec
         xenium::ramalhete_queue, 4,i:  17,249,504 msg/sec
         xenium::ramalhete_queue, 5,s:  18,309,438 msg/sec
         xenium::ramalhete_queue, 5,i:  18,404,275 msg/sec
         xenium::ramalhete_queue, 6,s:  18,321,320 msg/sec
         xenium::ramalhete_queue, 6,i:  18,403,443 msg/sec
         xenium::ramalhete_queue, 7,s:  17,407,744 msg/sec
         xenium::ramalhete_queue, 7,i:  17,938,784 msg/sec
         xenium::ramalhete_queue, 8,s:  17,248,927 msg/sec
         xenium::ramalhete_queue, 8,i:  17,524,699 msg/sec
    xenium::vyukov_bounded_queue, 1,s:  51,965,436 msg/sec
    xenium::vyukov_bounded_queue, 1,i:  59,537,772 msg/sec
    xenium::vyukov_bounded_queue, 2,s:  13,806,349 msg/sec
    xenium::vyukov_bounded_queue, 2,i:  10,574,124 msg/sec
    xenium::vyukov_bounded_queue, 3,s:   9,147,141 msg/sec
    xenium::vyukov_bounded_queue, 3,i:   7,469,953 msg/sec
    xenium::vyukov_bounded_queue, 4,s:   8,500,088 msg/sec
    xenium::vyukov_bounded_queue, 4,i:   6,182,774 msg/sec
    xenium::vyukov_bounded_queue, 5,s:   6,825,225 msg/sec
    xenium::vyukov_bounded_queue, 5,i:   5,711,298 msg/sec
    xenium::vyukov_bounded_queue, 6,s:   5,660,037 msg/sec
    xenium::vyukov_bounded_queue, 6,i:   4,808,150 msg/sec
    xenium::vyukov_bounded_queue, 7,s:   4,829,671 msg/sec
    xenium::vyukov_bounded_queue, 7,i:   4,229,571 msg/sec
    xenium::vyukov_bounded_queue, 8,s:   4,264,629 msg/sec
    xenium::vyukov_bounded_queue, 8,i:   3,749,592 msg/sec
                     AtomicQueue, 1,s:  57,702,538 msg/sec
                     AtomicQueue, 1,i:  58,494,651 msg/sec
                     AtomicQueue, 2,s:   7,656,632 msg/sec
                     AtomicQueue, 2,i:   6,076,305 msg/sec
                     AtomicQueue, 3,s:   5,363,767 msg/sec
                     AtomicQueue, 3,i:   4,395,387 msg/sec
                     AtomicQueue, 4,s:   4,366,951 msg/sec
                     AtomicQueue, 4,i:   3,382,459 msg/sec
                     AtomicQueue, 5,s:   3,472,800 msg/sec
                     AtomicQueue, 5,i:   2,824,208 msg/sec
                     AtomicQueue, 6,s:   3,014,963 msg/sec
                     AtomicQueue, 6,i:   2,380,233 msg/sec
                     AtomicQueue, 7,s:   2,518,987 msg/sec
                     AtomicQueue, 7,i:   2,084,800 msg/sec
                     AtomicQueue, 8,s:   2,223,469 msg/sec
                     AtomicQueue, 8,i:   1,807,758 msg/sec
                    AtomicQueueB, 1,s:  41,257,597 msg/sec
                    AtomicQueueB, 1,i:  41,486,855 msg/sec
                    AtomicQueueB, 2,s:   7,544,494 msg/sec
                    AtomicQueueB, 2,i:   6,117,387 msg/sec
                    AtomicQueueB, 3,s:   5,324,819 msg/sec
                    AtomicQueueB, 3,i:   4,366,578 msg/sec
                    AtomicQueueB, 4,s:   4,368,344 msg/sec
                    AtomicQueueB, 4,i:   3,429,441 msg/sec
                    AtomicQueueB, 5,s:   3,481,891 msg/sec
                    AtomicQueueB, 5,i:   2,816,286 msg/sec
                    AtomicQueueB, 6,s:   2,987,716 msg/sec
                    AtomicQueueB, 6,i:   2,413,578 msg/sec
                    AtomicQueueB, 7,s:   2,534,335 msg/sec
                    AtomicQueueB, 7,i:   2,087,110 msg/sec
                    AtomicQueueB, 8,s:   2,235,463 msg/sec
                    AtomicQueueB, 8,i:   1,822,526 msg/sec
             OptimistAtomicQueue, 1,s: 489,941,500 msg/sec
             OptimistAtomicQueue, 1,i: 500,736,082 msg/sec
             OptimistAtomicQueue, 2,s:  45,180,219 msg/sec
             OptimistAtomicQueue, 2,i:  25,615,213 msg/sec
             OptimistAtomicQueue, 3,s:  31,126,222 msg/sec
             OptimistAtomicQueue, 3,i:  26,079,972 msg/sec
             OptimistAtomicQueue, 4,s:  34,553,414 msg/sec
             OptimistAtomicQueue, 4,i:  26,974,317 msg/sec
             OptimistAtomicQueue, 5,s:  31,486,939 msg/sec
             OptimistAtomicQueue, 5,i:  26,112,087 msg/sec
             OptimistAtomicQueue, 6,s:  32,456,991 msg/sec
             OptimistAtomicQueue, 6,i:  24,998,500 msg/sec
             OptimistAtomicQueue, 7,s:  29,349,807 msg/sec
             OptimistAtomicQueue, 7,i:  24,094,608 msg/sec
             OptimistAtomicQueue, 8,s:  30,327,807 msg/sec
             OptimistAtomicQueue, 8,i:  23,258,691 msg/sec
            OptimistAtomicQueueB, 1,s: 183,119,998 msg/sec
            OptimistAtomicQueueB, 1,i: 190,622,152 msg/sec
            OptimistAtomicQueueB, 2,s:  51,165,760 msg/sec
            OptimistAtomicQueueB, 2,i:  25,822,991 msg/sec
            OptimistAtomicQueueB, 3,s:  31,832,219 msg/sec
            OptimistAtomicQueueB, 3,i:  25,870,772 msg/sec
            OptimistAtomicQueueB, 4,s:  34,497,747 msg/sec
            OptimistAtomicQueueB, 4,i:  26,622,551 msg/sec
            OptimistAtomicQueueB, 5,s:  31,610,218 msg/sec
            OptimistAtomicQueueB, 5,i:  25,753,084 msg/sec
            OptimistAtomicQueueB, 6,s:  33,202,404 msg/sec
            OptimistAtomicQueueB, 6,i:  25,038,170 msg/sec
            OptimistAtomicQueueB, 7,s:  30,387,514 msg/sec
            OptimistAtomicQueueB, 7,i:  24,015,853 msg/sec
            OptimistAtomicQueueB, 8,s:  30,465,048 msg/sec
            OptimistAtomicQueueB, 8,i:  23,326,019 msg/sec
                    AtomicQueue2, 1,s:  52,421,946 msg/sec
                    AtomicQueue2, 1,i:  52,459,291 msg/sec
                    AtomicQueue2, 2,s:   6,823,095 msg/sec
                    AtomicQueue2, 2,i:   5,941,421 msg/sec
                    AtomicQueue2, 3,s:   5,087,931 msg/sec
                    AtomicQueue2, 3,i:   4,334,015 msg/sec
                    AtomicQueue2, 4,s:   4,256,786 msg/sec
                    AtomicQueue2, 4,i:   3,370,997 msg/sec
                    AtomicQueue2, 5,s:   3,432,349 msg/sec
                    AtomicQueue2, 5,i:   2,795,518 msg/sec
                    AtomicQueue2, 6,s:   2,950,535 msg/sec
                    AtomicQueue2, 6,i:   2,374,644 msg/sec
                    AtomicQueue2, 7,s:   2,479,034 msg/sec
                    AtomicQueue2, 7,i:   2,069,229 msg/sec
                    AtomicQueue2, 8,s:   2,193,066 msg/sec
                    AtomicQueue2, 8,i:   1,808,119 msg/sec
                   AtomicQueueB2, 1,s:  40,708,490 msg/sec
                   AtomicQueueB2, 1,i:  41,359,161 msg/sec
                   AtomicQueueB2, 2,s:   6,935,154 msg/sec
                   AtomicQueueB2, 2,i:   5,943,037 msg/sec
                   AtomicQueueB2, 3,s:   5,117,763 msg/sec
                   AtomicQueueB2, 3,i:   4,336,293 msg/sec
                   AtomicQueueB2, 4,s:   4,262,110 msg/sec
                   AtomicQueueB2, 4,i:   3,400,066 msg/sec
                   AtomicQueueB2, 5,s:   3,437,905 msg/sec
                   AtomicQueueB2, 5,i:   2,794,020 msg/sec
                   AtomicQueueB2, 6,s:   2,949,291 msg/sec
                   AtomicQueueB2, 6,i:   2,384,331 msg/sec
                   AtomicQueueB2, 7,s:   2,473,929 msg/sec
                   AtomicQueueB2, 7,i:   2,068,642 msg/sec
                   AtomicQueueB2, 8,s:   2,178,495 msg/sec
                   AtomicQueueB2, 8,i:   1,809,878 msg/sec
            OptimistAtomicQueue2, 1,s: 210,106,103 msg/sec
            OptimistAtomicQueue2, 1,i: 218,730,314 msg/sec
            OptimistAtomicQueue2, 2,s:  18,845,707 msg/sec
            OptimistAtomicQueue2, 2,i:  16,315,752 msg/sec
            OptimistAtomicQueue2, 3,s:  23,174,894 msg/sec
            OptimistAtomicQueue2, 3,i:  19,249,325 msg/sec
            OptimistAtomicQueue2, 4,s:  31,877,386 msg/sec
            OptimistAtomicQueue2, 4,i:  24,073,831 msg/sec
            OptimistAtomicQueue2, 5,s:  27,070,163 msg/sec
            OptimistAtomicQueue2, 5,i:  25,965,622 msg/sec
            OptimistAtomicQueue2, 6,s:  32,392,374 msg/sec
            OptimistAtomicQueue2, 6,i:  24,360,129 msg/sec
            OptimistAtomicQueue2, 7,s:  29,567,573 msg/sec
            OptimistAtomicQueue2, 7,i:  23,727,414 msg/sec
            OptimistAtomicQueue2, 8,s:  29,722,858 msg/sec
            OptimistAtomicQueue2, 8,i:  22,495,679 msg/sec
           OptimistAtomicQueueB2, 1,s:  67,272,658 msg/sec
           OptimistAtomicQueueB2, 1,i:  68,279,333 msg/sec
           OptimistAtomicQueueB2, 2,s:  19,261,520 msg/sec
           OptimistAtomicQueueB2, 2,i:  15,768,990 msg/sec
           OptimistAtomicQueueB2, 3,s:  22,196,609 msg/sec
           OptimistAtomicQueueB2, 3,i:  19,933,116 msg/sec
           OptimistAtomicQueueB2, 4,s:  31,398,160 msg/sec
           OptimistAtomicQueueB2, 4,i:  24,455,964 msg/sec
           OptimistAtomicQueueB2, 5,s:  27,043,413 msg/sec
           OptimistAtomicQueueB2, 5,i:  24,272,905 msg/sec
           OptimistAtomicQueueB2, 6,s:  31,922,094 msg/sec
           OptimistAtomicQueueB2, 6,i:  24,144,251 msg/sec
           OptimistAtomicQueueB2, 7,s:  29,445,268 msg/sec
           OptimistAtomicQueueB2, 7,i:  23,207,519 msg/sec
           OptimistAtomicQueueB2, 8,s:  29,506,933 msg/sec
           OptimistAtomicQueueB2, 8,i:  22,395,082 msg/sec

---- Running ping-pong benchmarks (lower is better) ----
     boost::lockfree::spsc_queue: 0.000000109 sec/round-trip
          boost::lockfree::queue: 0.000000205 sec/round-trip
                  TicketSpinlock: 0.000000205 sec/round-trip
   moodycamel::ReaderWriterQueue: 0.000000094 sec/round-trip
     moodycamel::ConcurrentQueue: 0.000000131 sec/round-trip
                pthread_spinlock: 0.000000212 sec/round-trip
                      std::mutex: 0.000000600 sec/round-trip
                 tbb::spin_mutex: 0.000000200 sec/round-trip
   tbb::concurrent_bounded_queue: 0.000000191 sec/round-trip
     xenium::michael_scott_queue: 0.000000285 sec/round-trip
         xenium::ramalhete_queue: 0.000000145 sec/round-trip
    xenium::vyukov_bounded_queue: 0.000000131 sec/round-trip
                     AtomicQueue: 0.000000093 sec/round-trip
                    AtomicQueueB: 0.000000096 sec/round-trip
             OptimistAtomicQueue: 0.000000071 sec/round-trip
            OptimistAtomicQueueB: 0.000000074 sec/round-trip
                    AtomicQueue2: 0.000000099 sec/round-trip
                   AtomicQueueB2: 0.000000100 sec/round-trip
            OptimistAtomicQueue2: 0.000000082 sec/round-trip
           OptimistAtomicQueueB2: 0.000000080 sec/round-trip

[122] 83m:55s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  92,866,376 msg/sec
     boost::lockfree::spsc_queue, 1,i:  87,930,331 msg/sec
          boost::lockfree::queue, 1,s:   9,333,970 msg/sec
          boost::lockfree::queue, 1,i:   9,355,209 msg/sec
          boost::lockfree::queue, 2,s:   3,364,809 msg/sec
          boost::lockfree::queue, 2,i:   3,418,323 msg/sec
          boost::lockfree::queue, 3,s:   2,960,843 msg/sec
          boost::lockfree::queue, 3,i:   3,001,661 msg/sec
          boost::lockfree::queue, 4,s:   2,298,241 msg/sec
          boost::lockfree::queue, 4,i:   2,331,140 msg/sec
          boost::lockfree::queue, 5,s:   1,928,205 msg/sec
          boost::lockfree::queue, 5,i:   1,939,563 msg/sec
          boost::lockfree::queue, 6,s:   1,321,656 msg/sec
          boost::lockfree::queue, 6,i:   1,416,152 msg/sec
          boost::lockfree::queue, 7,s:   1,095,860 msg/sec
          boost::lockfree::queue, 7,i:   1,195,760 msg/sec
          boost::lockfree::queue, 8,s:     909,956 msg/sec
          boost::lockfree::queue, 8,i:   1,056,716 msg/sec
                  TicketSpinlock, 1,s:   7,978,763 msg/sec
                  TicketSpinlock, 1,i:   7,997,238 msg/sec
                  TicketSpinlock, 2,s:   3,193,528 msg/sec
                  TicketSpinlock, 2,i:   3,283,644 msg/sec
                  TicketSpinlock, 3,s:   2,673,776 msg/sec
                  TicketSpinlock, 3,i:   2,638,639 msg/sec
                  TicketSpinlock, 4,s:   2,178,924 msg/sec
                  TicketSpinlock, 4,i:   2,221,804 msg/sec
                  TicketSpinlock, 5,s:   1,846,467 msg/sec
                  TicketSpinlock, 5,i:   1,872,419 msg/sec
                  TicketSpinlock, 6,s:   1,639,564 msg/sec
                  TicketSpinlock, 6,i:   1,649,051 msg/sec
                  TicketSpinlock, 7,s:   1,408,321 msg/sec
                  TicketSpinlock, 7,i:   1,422,457 msg/sec
                  TicketSpinlock, 8,s:   1,259,040 msg/sec
                  TicketSpinlock, 8,i:   1,264,743 msg/sec
   moodycamel::ReaderWriterQueue, 1,s: 294,856,522 msg/sec
   moodycamel::ReaderWriterQueue, 1,i: 293,728,888 msg/sec
     moodycamel::ConcurrentQueue, 1,s:  15,663,419 msg/sec
     moodycamel::ConcurrentQueue, 1,i:  15,789,392 msg/sec
     moodycamel::ConcurrentQueue, 2,s:   7,794,086 msg/sec
     moodycamel::ConcurrentQueue, 2,i:   8,994,850 msg/sec
     moodycamel::ConcurrentQueue, 3,s:   7,509,035 msg/sec
     moodycamel::ConcurrentQueue, 3,i:   8,799,940 msg/sec
     moodycamel::ConcurrentQueue, 4,s:   7,156,565 msg/sec
     moodycamel::ConcurrentQueue, 4,i:   9,181,303 msg/sec
     moodycamel::ConcurrentQueue, 5,s:   7,936,184 msg/sec
     moodycamel::ConcurrentQueue, 5,i:   9,537,861 msg/sec
     moodycamel::ConcurrentQueue, 6,s:   7,600,411 msg/sec
     moodycamel::ConcurrentQueue, 6,i:   9,558,248 msg/sec
     moodycamel::ConcurrentQueue, 7,s:   8,162,677 msg/sec
     moodycamel::ConcurrentQueue, 7,i:   9,588,644 msg/sec
     moodycamel::ConcurrentQueue, 8,s:   8,208,677 msg/sec
     moodycamel::ConcurrentQueue, 8,i:   9,643,846 msg/sec
                pthread_spinlock, 1,s:  18,722,118 msg/sec
                pthread_spinlock, 1,i:  18,843,264 msg/sec
                pthread_spinlock, 2,s:   5,466,791 msg/sec
                pthread_spinlock, 2,i:   5,842,165 msg/sec
                pthread_spinlock, 3,s:   4,791,217 msg/sec
                pthread_spinlock, 3,i:   4,445,825 msg/sec
                pthread_spinlock, 4,s:   3,862,673 msg/sec
                pthread_spinlock, 4,i:   3,721,166 msg/sec
                pthread_spinlock, 5,s:   2,384,680 msg/sec
                pthread_spinlock, 5,i:   2,759,635 msg/sec
                pthread_spinlock, 6,s:   1,518,905 msg/sec
                pthread_spinlock, 6,i:   2,725,981 msg/sec
                pthread_spinlock, 7,s:   1,781,791 msg/sec
                pthread_spinlock, 7,i:   2,712,489 msg/sec
                pthread_spinlock, 8,s:   1,190,949 msg/sec
                pthread_spinlock, 8,i:   2,444,896 msg/sec
                      std::mutex, 1,s:   7,384,213 msg/sec
                      std::mutex, 1,i:   7,271,601 msg/sec
                      std::mutex, 2,s:   4,824,828 msg/sec
                      std::mutex, 2,i:   4,491,865 msg/sec
                      std::mutex, 3,s:   2,448,932 msg/sec
                      std::mutex, 3,i:   2,468,303 msg/sec
                      std::mutex, 4,s:   2,240,084 msg/sec
                      std::mutex, 4,i:   2,234,974 msg/sec
                      std::mutex, 5,s:   2,180,717 msg/sec
                      std::mutex, 5,i:   2,191,318 msg/sec
                      std::mutex, 6,s:   2,069,447 msg/sec
                      std::mutex, 6,i:   2,084,716 msg/sec
                      std::mutex, 7,s:   2,026,499 msg/sec
                      std::mutex, 7,i:   1,998,125 msg/sec
                      std::mutex, 8,s:   1,893,158 msg/sec
                      std::mutex, 8,i:   1,936,753 msg/sec
                 tbb::spin_mutex, 1,s:  41,399,947 msg/sec
                 tbb::spin_mutex, 1,i:  41,762,999 msg/sec
                 tbb::spin_mutex, 2,s:  10,039,247 msg/sec
                 tbb::spin_mutex, 2,i:   9,252,955 msg/sec
                 tbb::spin_mutex, 3,s:   5,840,998 msg/sec
                 tbb::spin_mutex, 3,i:   5,463,809 msg/sec
                 tbb::spin_mutex, 4,s:   3,954,812 msg/sec
                 tbb::spin_mutex, 4,i:   3,752,236 msg/sec
                 tbb::spin_mutex, 5,s:   3,065,511 msg/sec
                 tbb::spin_mutex, 5,i:   3,061,179 msg/sec
                 tbb::spin_mutex, 6,s:   2,514,762 msg/sec
                 tbb::spin_mutex, 6,i:   2,519,751 msg/sec
                 tbb::spin_mutex, 7,s:   1,964,892 msg/sec
                 tbb::spin_mutex, 7,i:   2,138,681 msg/sec
                 tbb::spin_mutex, 8,s:   1,603,142 msg/sec
                 tbb::spin_mutex, 8,i:   1,785,322 msg/sec
   tbb::concurrent_bounded_queue, 1,s:  13,216,537 msg/sec
   tbb::concurrent_bounded_queue, 1,i:  13,170,288 msg/sec
   tbb::concurrent_bounded_queue, 2,s:   6,049,429 msg/sec
   tbb::concurrent_bounded_queue, 2,i:   6,576,119 msg/sec
   tbb::concurrent_bounded_queue, 3,s:   4,801,011 msg/sec
   tbb::concurrent_bounded_queue, 3,i:   4,521,852 msg/sec
   tbb::concurrent_bounded_queue, 4,s:   4,003,964 msg/sec
   tbb::concurrent_bounded_queue, 4,i:   3,389,645 msg/sec
   tbb::concurrent_bounded_queue, 5,s:   3,472,150 msg/sec
   tbb::concurrent_bounded_queue, 5,i:   2,852,512 msg/sec
   tbb::concurrent_bounded_queue, 6,s:   2,856,792 msg/sec
   tbb::concurrent_bounded_queue, 6,i:   2,355,533 msg/sec
   tbb::concurrent_bounded_queue, 7,s:   2,469,867 msg/sec
   tbb::concurrent_bounded_queue, 7,i:   2,046,298 msg/sec
   tbb::concurrent_bounded_queue, 8,s:   2,102,658 msg/sec
   tbb::concurrent_bounded_queue, 8,i:   1,779,862 msg/sec
     xenium::michael_scott_queue, 1,s:   9,963,904 msg/sec
     xenium::michael_scott_queue, 1,i:   9,778,570 msg/sec
     xenium::michael_scott_queue, 2,s:   6,570,285 msg/sec
     xenium::michael_scott_queue, 2,i:   4,875,836 msg/sec
     xenium::michael_scott_queue, 3,s:   4,101,767 msg/sec
     xenium::michael_scott_queue, 3,i:   3,615,423 msg/sec
     xenium::michael_scott_queue, 4,s:   3,328,435 msg/sec
     xenium::michael_scott_queue, 4,i:   2,734,591 msg/sec
     xenium::michael_scott_queue, 5,s:   2,621,811 msg/sec
     xenium::michael_scott_queue, 5,i:   2,310,320 msg/sec
     xenium::michael_scott_queue, 6,s:   2,255,163 msg/sec
     xenium::michael_scott_queue, 6,i:   1,894,991 msg/sec
     xenium::michael_scott_queue, 7,s:   1,954,615 msg/sec
     xenium::michael_scott_queue, 7,i:   1,643,757 msg/sec
     xenium::michael_scott_queue, 8,s:   1,669,644 msg/sec
     xenium::michael_scott_queue, 8,i:   1,430,588 msg/sec
         xenium::ramalhete_queue, 1,s:  20,358,546 msg/sec
         xenium::ramalhete_queue, 1,i:  20,268,016 msg/sec
         xenium::ramalhete_queue, 2,s:  23,051,088 msg/sec
         xenium::ramalhete_queue, 2,i:  17,255,290 msg/sec
         xenium::ramalhete_queue, 3,s:  17,303,128 msg/sec
         xenium::ramalhete_queue, 3,i:  15,960,127 msg/sec
         xenium::ramalhete_queue, 4,s:  18,766,415 msg/sec
         xenium::ramalhete_queue, 4,i:  17,428,276 msg/sec
         xenium::ramalhete_queue, 5,s:  18,003,718 msg/sec
         xenium::ramalhete_queue, 5,i:  18,238,842 msg/sec
         xenium::ramalhete_queue, 6,s:  18,215,991 msg/sec
         xenium::ramalhete_queue, 6,i:  18,738,040 msg/sec
         xenium::ramalhete_queue, 7,s:  17,415,068 msg/sec
         xenium::ramalhete_queue, 7,i:  18,105,349 msg/sec
         xenium::ramalhete_queue, 8,s:  17,080,189 msg/sec
         xenium::ramalhete_queue, 8,i:  17,848,390 msg/sec
    xenium::vyukov_bounded_queue, 1,s:  50,819,618 msg/sec
    xenium::vyukov_bounded_queue, 1,i:  56,307,130 msg/sec
